State_Name,Place,Zip_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,Samples,Population,City,County
Arizona,Chinle,85629,8579759,0,31.9837468,-110.9797993,1392,1349,347,793,23568,Sahuarita,Pima
Arizona,Chinle,85627,1670157893,848039,32.200019,-110.28367920000001,990,898,351,352,968,Pomerene,Cochise
Arizona,Sunizona,85625,21968660,0,31.884058000000003,-109.6329,416,471,152,25,1983,Pearce,Cochise
Arizona,Oracle,85623,42492027,0,32.609207,-110.781782,855,784,459,365,4073,Oracle,Pinal
Arizona,Chinle,85622,135232009,0,31.774017800000003,-110.95443190000002,1147,1143,78,20,6325,Green Valley,Pima
Arizona,Chinle,85621,576543866,1540696,31.4430891,-110.8696338,861,800,253,528,23054,Nogales,Santa Cruz
Arizona,Naco,85620,8550970,2986,31.345999,-109.927089,613,618,230,100,897,Naco,Cochise
Arizona,Chinle,85615,329303180,2659035,31.464675300000003,-110.03978490000001,713,648,466,355,9413,Hereford,Cochise
Arizona,Sahuarita,85614,81484003,0,31.932739,-110.96536,1361,1329,368,1593,21895,Green Valley,Pima
Arizona,Elfrida,85610,9931506,610,31.683871000000003,-109.69668100000001,658,757,171,15,1333,Elfrida,Cochise
Arizona,Pirtleville,85608,4825985,1270,31.360894000000002,-109.566052,525,353,284,117,2305,Douglas,Cochise
Arizona,Chinle,85607,1901876,0,31.338944800000004,-109.55031770000001,591,528,271,73,18925,Douglas,Cochise
Arizona,Chinle,85605,3425801451,1088239,32.189734200000004,-109.39884520000001,408,453,138,34,597,Bowie,Cochise
Arizona,Benson city,85602,107837563,128980,31.914496999999997,-110.328552,704,677,356,709,9464,Benson,Cochise
Arizona,Chinle,85554,1312861414,495118,34.0978185,-111.01554909999999,1034,968,309,109,778,Young,Gila
Arizona,Tonto Basin,85553,81111990,7927,33.842671,-111.300926,472,423,110,56,1501,Tonto Basin,Gila
Arizona,Chinle,85552,4364873064,30635454,33.301443,-109.9890866,408,333,262,124,6218,Thatcher,Graham
Arizona,Chinle,85550,2612741636,23878429,33.4885424,-110.42350970000001,488,646,202,15,4790,San Carlos,Gila
Arizona,Chinle,85546,5068385,0,32.81412460000001,-109.7192896,650,530,403,298,19677,Safford,Graham
Arizona,Chinle,85544,460049958,200020,34.3038561,-111.5611326,1147,1143,78,25,2949,Pine,Gila
Arizona,Chinle,85541,680561797,518188,34.0798698,-111.4300563,448,245,334,65,21877,Payson,Gila
Arizona,Chinle,85540,319216540,7585923,32.9929864,-109.3323888,485,402,297,1130,2874,Morenci,Greenlee
Arizona,Chinle,85539,641266641,21511753,33.452695,-110.93716129999999,338,287,96,22,4520,Miami,Gila
New Mexico,Virden,85534,580091,0,32.688918,-109.00150900000001,963,885,150,8,2588,Duncan,Greenlee
Arizona,York,85533,4835879,0,32.917425,-109.19605,686,765,150,68,2943,Clifton,Greenlee
Arizona,Icehouse Canyon,85501,12692608,827,33.34613,-110.801154,810,518,343,46,13345,Globe,Gila
Arizona,Chinle,85387,5574808,0,33.6878485,-112.38023729999999,728,744,142,213,9573,Surprise,Maricopa
Arizona,Chinle,85383,6369958,653,33.6883797,-112.27100530000001,1530,1536,592,328,37182,Peoria,Maricopa
Arizona,Chinle,85382,1325010,0,33.4111316,-111.9002656,912,838,288,1743,40454,Peoria,Maricopa
Arizona,Chinle,85381,2435718,0,33.6033854,-112.2606851,1125,899,583,1123,24249,Peoria,Maricopa
Arizona,Chinle,85379,2592282,0,33.616506799999996,-112.3678926,1242,1266,359,812,39732,Surprise,Maricopa
Arizona,Surprise city,85374,279333692,295024,33.670612,-112.452674,1247,1195,465,12002,47146,Surprise,Maricopa
Arizona,Chinle,85373,3907853,0,33.675157399999996,-112.3386479,1223,1283,333,146,17356,Sun City,Maricopa
Arizona,Chinle,85367,8642387,0,32.684001,-114.4301138,1395,1396,251,130,20429,Yuma,Yuma
Arizona,Chinle,85365,3206927,3004,32.6908265,-114.6145067,688,674,272,307,46558,Yuma,Yuma
Arizona,San Luis city,85364,88316517,191091,32.486434,-114.72414199999999,635,619,296,2111,74904,Yuma,Yuma
Arizona,Chinle,85363,4013779,283181,33.6103118,-112.2784919,1758,1810,804,424,6156,Youngtown,Maricopa
Arizona,Peeples Valley,85362,39214820,0,34.277224,-112.76534099999999,978,853,453,41,663,Yarnell,Yavapai
Arizona,Wittmann,85361,2498575,0,33.774957,-112.52509099999999,0,0,0,0,6700,Wittmann,Maricopa
Arizona,Chinle,85360,10257945908,10297360,34.8405587,-113.76177620000001,451,343,195,59,222,Wikieup,Mohave
Arizona,Wenden,85357,38724174,0,33.832437,-113.543231,487,472,70,26,761,Wenden,La Paz
Arizona,Chinle,85356,411800171,0,32.6994655,-114.2345764,474,474,18,43,4539,Wellton,Yuma
Arizona,Chinle,85353,9542937,17732,33.4082453,-112.25990890000001,1312,1311,195,201,31011,Tolleson,Maricopa
Arizona,Somerton city,85350,19210023,26398,32.60204,-114.695775,654,631,303,1393,21214,Somerton,Yuma
Arizona,Chinle,85349,2898375,0,32.4924714,-114.7770437,695,520,385,342,25517,San Luis,Yuma
Arizona,Vicksburg,85348,370140898,37430,33.727157,-113.825943,497,478,67,88,2786,Salome,La Paz
Arizona,Tacna,85347,4979033,0,32.700435,-113.961785,540,603,148,37,716,Roll,Yuma
Arizona,Chinle,85345,2569200,0,33.58853010000001,-112.22888700000001,1136,1108,391,630,56208,Peoria,Maricopa
Arizona,Chinle,85344,993669983,9272411,33.8749524,-114.3598873,438,334,243,119,9147,Parker,La Paz
Arizona,Chinle,85342,455877214,124882,33.8962909,-112.5112619,786,1030,392,26,1578,Morristown,Maricopa
Arizona,Chinle,85340,3850676,11138,33.4834524,-112.3250332,1066,1063,315,902,26262,Litchfield Park,Maricopa
Arizona,Chinle,85339,6532427,0,33.3848215,-112.20729469999999,1426,1449,338,520,35586,Laveen,Maricopa
Arizona,Chinle,85338,7669232,12435,33.4426194,-112.39797309999999,1107,1097,200,556,41115,Goodyear,Maricopa
Arizona,Chinle,85335,3955451,93784,33.6196477,-112.31445740000001,1143,1131,207,202,31787,El Mirage,Maricopa
Arizona,Ehrenberg,85334,30880842,544766,33.614208000000005,-114.483007,916,908,508,156,1482,Ehrenberg,La Paz
Arizona,Dateland,85333,57213486,0,32.820909,-113.541836,493,451,78,11,790,Dateland,Yuma
Arizona,Chinle,85326,58772825,0,33.384629499999996,-112.51653030000001,1191,1180,214,204,51705,Buckeye,Maricopa
Arizona,Chinle,85323,3195695,0,33.4702087,-112.28120890000001,912,957,333,792,39507,Avondale,Maricopa
Arizona,Chinle,85322,661453568,125164,33.5484373,-112.6462541,1423,1420,454,458,752,Arlington,Maricopa
Arizona,Chinle,85321,3975914435,0,32.2166477,-112.9777256,719,605,374,105,4435,Ajo,Pima
Arizona,Chinle,85310,5610089,0,33.7249711,-112.17534979999999,1510,1541,285,178,19007,Glendale,Maricopa
Arizona,Chinle,85308,2602089,0,33.6315958,-112.41811299999999,1304,1235,277,352,63876,Glendale,Maricopa
Arizona,Chinle,85307,2592216,0,33.515458,-112.28113020000002,1186,1191,234,188,9230,Glendale,Maricopa
Arizona,Chinle,85306,2565589,0,33.617938200000005,-112.1597847,1018,937,280,698,24191,Glendale,Maricopa
Arizona,Chinle,85305,18953599,0,33.4006324,-112.3294874,1026,933,458,155,10822,Glendale,Maricopa
Arizona,Chinle,85304,2569325,2223,33.5885017,-112.17663059999998,1212,1221,258,133,25883,Glendale,Maricopa
Arizona,Chinle,85303,2565814,0,33.5450265,-112.22906329999999,961,845,416,438,30310,Glendale,Maricopa
Arizona,Chinle,85302,647196,0,33.56024,-112.18839979999998,753,684,295,724,36909,Glendale,Maricopa
Arizona,Glendale city,85301,153029354,1003996,33.533111,-112.189901,936,865,388,34280,60161,Glendale,Maricopa
Arizona,Chinle,85297,2836128,0,33.284482399999995,-111.6971483,1215,1183,269,495,26979,Gilbert,Maricopa
Arizona,Chinle,85296,2588096,0,33.3428917,-111.76431399999998,1394,1359,351,163,36799,Gilbert,Maricopa
Arizona,Chinle,85284,2572910,71906,33.342541499999996,-111.90088829999999,1623,1581,440,164,16479,Tempe,Maricopa
Arizona,Chinle,85283,2459943,212316,33.3703792,-111.9155206,1170,1157,245,719,44813,Tempe,Maricopa
Arizona,Tempe city,85282,103510700,674096,33.388414000000004,-111.93178200000001,1063,959,444,36735,48671,Tempe,Maricopa
Arizona,Chinle,85281,8101442,192893,33.4340726,-111.9158636,1221,1195,361,1108,57348,Tempe,Maricopa
Arizona,Chinle,85268,8420238,0,33.5925148,-111.72059099999998,1119,1036,310,415,22684,Fountain Hills,Maricopa
Arizona,Chinle,85266,93090194,27636,33.788364200000004,-111.819893,1147,1143,78,14,11406,Scottsdale,Maricopa
Arizona,Chinle,85259,2469716,0,33.5890025,-111.83734679999999,978,886,289,830,21422,Scottsdale,Maricopa
Arizona,Chinle,85258,1865457,0,33.5751643,-111.8802501,1141,1074,568,445,23342,Scottsdale,Maricopa
Arizona,Chinle,85257,6570748,89237,33.4586576,-111.95510420000001,819,845,202,1200,26755,Scottsdale,Maricopa
Arizona,Chinle,85256,211716270,7251101,33.522200899999994,-111.79810890000002,623,752,180,26,4974,Scottsdale,Maricopa
Arizona,Scottsdale city,85255,476410748,1220280,33.684346999999995,-111.86112,1308,1140,645,33460,37270,Scottsdale,Maricopa
Arizona,Chinle,85254,2606852,0,33.618831899999996,-111.969144,1691,1699,217,46,45801,Scottsdale,Maricopa
Arizona,Chinle,85253,12867586,3248,33.5441689,-111.94129860000001,2752,2626,1168,78,17047,Paradise Valley,Maricopa
Arizona,Chinle,85251,1048260,0,33.4863686,-111.9386785,915,805,326,1211,34390,Scottsdale,Maricopa
Arizona,Chinle,85250,2293862,263086,33.5461165,-111.91376340000001,1362,1329,507,827,15906,Scottsdale,Maricopa
Arizona,Chinle,85249,2482993,0,33.2119505,-111.7808712,1800,1908,493,123,36908,Chandler,Maricopa
Arizona,Chinle,85248,2858731,25903,33.2541964,-111.85064140000001,1223,1211,278,436,29821,Chandler,Maricopa
Arizona,Chinle,85234,2541399,0,33.3721723,-111.69636200000001,1228,1146,325,471,50014,Gilbert,Maricopa
Arizona,Chinle,85233,7863204,0,33.365409899999996,-111.8263386,920,803,328,966,37564,Gilbert,Maricopa
Arizona,Chinle,85226,2512819,0,33.3129045,-111.90280249999999,1126,1022,396,358,37376,Chandler,Maricopa
Arizona,Chinle,85225,2598747,0,33.2990273,-111.81557,1464,1444,210,157,69810,Chandler,Maricopa
Arizona,Chinle,85224,2593315,0,33.3278656,-111.86776840000002,1173,1163,304,676,42796,Chandler,Maricopa
Arizona,Chinle,85215,3611961,0,33.4910974,-111.69218590000001,1900,1882,418,124,15963,Mesa,Maricopa
Arizona,Chinle,85213,2544122,0,33.4445016,-111.7792986,968,882,448,320,31797,Mesa,Maricopa
Arizona,Chinle,85212,15602989,12491,33.3057429,-111.65508559999999,863,864,217,289,24492,Mesa,Maricopa
Arizona,Chinle,85210,2640384,6784,33.3836283,-111.8554938,828,805,203,1473,36464,Mesa,Maricopa
Arizona,Chinle,85208,2589086,0,33.4005952,-111.64140959999999,1199,1119,378,307,34762,Mesa,Maricopa
Arizona,Queen Creek,85207,75547429,67201,33.240829999999995,-111.642876,1409,1267,507,1707,44744,Mesa,Maricopa
Arizona,Chinle,85206,2584534,0,33.4446172,-111.71025049999999,1336,1001,967,627,33154,Mesa,Maricopa
Arizona,Chinle,85205,2590013,0,33.4300703,-111.72771090000002,844,834,188,374,39858,Mesa,Maricopa
Arizona,Chinle,85204,2604371,0,33.386407899999995,-111.76255139999999,1088,1007,306,725,60885,Mesa,Maricopa
Arizona,Chinle,85203,1210887,0,33.4331863,-111.81415430000001,855,771,294,718,35541,Mesa,Maricopa
Arizona,Chinle,85202,726402,0,33.3966747,-111.8698091,773,779,117,898,37275,Mesa,Maricopa
Arizona,Chinle,85201,2325570,0,33.4111435,-111.8721703,822,789,130,1310,46092,Mesa,Maricopa
Arizona,Chinle,85086,32164952,17349,33.8390081,-112.08933130000001,2038,2215,586,188,40495,Phoenix,Maricopa
Arizona,Chinle,85053,3039168,2496,33.6612529,-112.1205769,1473,1443,177,19,28480,Phoenix,Maricopa
Arizona,Chinle,85051,1290267,0,33.5603307,-112.12990190000001,1124,1207,314,165,40375,Phoenix,Maricopa
Arizona,Chinle,85050,3998321,0,33.6665053,-112.0224747,1011,979,251,312,25736,Phoenix,Maricopa
Arizona,Chinle,85048,2416246,169146,33.2958998,-112.00481529999999,1269,1161,428,877,33449,Phoenix,Maricopa
Arizona,Chinle,85044,1134499,0,33.3268322,-111.97593870000001,970,946,204,1032,37993,Phoenix,Maricopa
Arizona,Chinle,85043,11056321,0,33.4071318,-112.2209946,0,0,0,0,30560,Phoenix,Maricopa
Arizona,Chinle,85042,3496826,0,33.367837,-112.0575744,1151,1132,378,224,40962,Phoenix,Maricopa
Arizona,Chinle,85041,7727811,0,33.3746295,-112.1052606,1195,1284,374,661,54947,Phoenix,Maricopa
Arizona,Chinle,85040,2480171,0,33.3998988,-112.03862079999999,868,936,440,827,29352,Phoenix,Maricopa
Arizona,Chinle,85037,2616802,30363,33.4994539,-112.28023400000001,968,885,246,627,44771,Phoenix,Maricopa
Arizona,Chinle,85035,1264266,0,33.476804,-112.1948327,816,754,238,707,47486,Phoenix,Maricopa
Arizona,Chinle,85034,6624814,5647,33.428709999999995,-112.04187590000001,863,766,343,168,5582,Phoenix,Maricopa
Arizona,Chinle,85033,1231152,0,33.5018159,-112.2335625,917,902,251,955,53037,Phoenix,Maricopa
Arizona,Chinle,85032,767901,0,33.6298167,-112.0253133,739,693,257,1120,65485,Phoenix,Maricopa
Arizona,Chinle,85031,3382352,0,33.676414,-112.1236581,1011,996,195,1499,30493,Phoenix,Maricopa
Arizona,Chinle,85029,1000952,79804,33.5896579,-112.1208241,673,626,211,1126,43233,Phoenix,Maricopa
Arizona,Chinle,85028,3335039,0,33.5894838,-112.0243739,772,738,144,360,19157,Phoenix,Maricopa
Arizona,Chinle,85027,2537641,0,33.6619201,-112.09139750000001,1262,1290,368,562,37140,Phoenix,Maricopa
Arizona,Chinle,85023,2295574,0,33.6472713,-112.1073368,1001,1020,353,633,31274,Phoenix,Maricopa
Arizona,Chinle,85022,1309963,0,33.6513489,-112.0395987,823,781,196,524,46395,Phoenix,Maricopa
Arizona,Chinle,85021,942646,0,33.5494847,-112.1059643,761,726,245,701,37743,Phoenix,Maricopa
Arizona,Chinle,85020,1443266,0,33.5733812,-112.05360800000001,687,644,205,432,32850,Phoenix,Maricopa
Arizona,Chinle,85019,1242404,0,33.520447100000005,-112.1427058,987,1029,205,325,25042,Phoenix,Maricopa
Arizona,Chinle,85018,6562047,111864,33.6450492,-111.90938680000001,1402,1298,428,765,36065,Phoenix,Maricopa
Arizona,Chinle,85016,1780329,11537,33.4889011,-112.0356409,833,768,233,653,33896,Phoenix,Maricopa
Arizona,Chinle,85015,2575241,0,33.5168231,-112.10837,808,779,282,954,37644,Phoenix,Maricopa
Arizona,Chinle,85014,1770566,9626,33.5042337,-112.0540658,960,909,245,344,24782,Phoenix,Maricopa
Arizona,Chinle,85013,1504391,10484,33.5054188,-112.0934517,695,648,248,1263,19314,Phoenix,Maricopa
Arizona,Chinle,85012,1310115,0,33.4875221,-112.0694199,833,925,341,601,6390,Phoenix,Maricopa
Arizona,Chinle,85009,721053,0,33.4639189,-112.14354340000001,624,690,311,531,52520,Phoenix,Maricopa
Arizona,Chinle,85008,1550262,13598,33.4620494,-111.99902720000001,822,797,236,477,56145,Phoenix,Maricopa
Arizona,Chinle,85007,2601456,0,33.4585736,-112.09133510000001,846,827,337,329,14040,Phoenix,Maricopa
Arizona,Chinle,85006,1265032,0,33.462207899999996,-112.05641990000001,788,734,302,419,25742,Phoenix,Maricopa
Arizona,Chinle,85003,1304997,0,33.4477675,-112.0738956,1150,1092,554,463,9369,Phoenix,Maricopa
Utah,Beaver city,84790,8346323,72993,37.1129266,-113.52680409999999,1436,1137,986,492,35770,Saint George,Washington
Utah,Washington city,84780,83798360,0,37.132466,-113.489406,1179,1160,406,1792,18756,Washington,Washington
Utah,Cannonville,84776,6648434,0,37.573855,-112.051607,534,606,138,5,538,Tropic,Garfield
Utah,Beaver city,84770,2305525,0,37.0975726,-113.5825795,862,823,269,786,39131,Saint George,Washington
Utah,Beaver city,84765,15305617,6866,37.100578999999996,-113.632792,1100,1070,412,889,6143,Santa Clara,Washington
Utah,Parowan city,84761,17882155,0,37.832627,-112.82961100000001,862,845,119,170,3131,Parowan,Iron
Utah,Beaver city,84754,912868254,610874,38.5989995,-112.23710919999999,722,605,392,90,3652,Monroe,Sevier
Utah,Beaver city,84751,5335708723,4468088,38.360133700000006,-113.4015527,726,792,247,177,1680,Milford,Beaver
Utah,Marysvale,84750,46565959,33436,38.436648999999996,-112.261968,705,787,280,18,469,Marysvale,Piute
Utah,Loa,84747,2460243,0,38.403769,-111.64513899999999,587,565,161,19,1097,Loa,Wayne
Utah,La Verkin city,84745,33079804,0,37.230892,-113.252264,1033,995,258,250,4066,La Verkin,Washington
Utah,Beaver city,84744,2473512050,19152217,38.7066661,-111.72072209999999,843,849,193,55,411,Koosharem,Sevier
Utah,Beaver city,84741,668132595,295663,37.1036849,-112.48094429999999,736,920,303,65,5556,Kanab,Kane
Utah,Beaver city,84740,1964346244,20285697,38.3358805,-112.1293755,655,743,260,25,191,Junction,Piute
Utah,Beaver city,84738,1745104356,1142600,37.2020622,-113.8875249,755,777,123,293,6878,Ivins,Washington
Utah,Leeds,84737,16304076,0,37.237185,-113.34707,869,877,269,34,14838,Hurricane,Washington
Utah,Beaver city,84734,6374186210,15154124,38.2598402,-110.990877,626,545,268,68,261,Hanksville,Wayne
Utah,Escalante city,84726,8608996,751,37.76488,-111.598396,951,861,375,43,961,Escalante,Garfield
Utah,Enterprise city,84725,22622795,0,37.571642,-113.743052,807,881,252,82,1964,Enterprise,Washington
Utah,Circleville,84723,28598438,0,38.168395000000004,-112.271628,574,568,164,30,687,Circleville,Piute
Utah,Summit,84721,1758392,5852,37.805337,-112.93313500000001,0,0,0,0,20961,Cedar City,Iron
Utah,Beaver city,84720,341689713,127606,37.5920881,-113.00800509999999,467,449,200,250,19705,Cedar City,Iron
Utah,Boulder,84716,54219495,0,37.922759,-111.43183300000001,523,538,160,19,297,Boulder,Garfield
Utah,Beaver city,84714,4275357448,4490103,37.8599009,-113.6153902,933,791,395,288,835,Beryl,Iron
Utah,Beaver city,84713,17303527,0,38.275931,-112.63829799999999,617,538,274,239,3792,Beaver,Beaver
Utah,Antimony,84712,25440372,0,38.103019,-111.982295,0,0,0,0,201,Antimony,Garfield
Utah,Beaver city,84701,137910046,0,38.7918467,-112.15504750000001,728,725,309,576,8692,Richfield,Sevier
Utah,Mapleton city,84664,33825628,0,40.118574,-111.57346899999999,1384,1409,408,214,8033,Mapleton,Utah
Utah,Beaver city,84663,1821719,0,40.1623456,-111.6002674,896,825,327,233,29975,Springville,Utah
Utah,Beaver city,84660,1554968,0,40.1200505,-111.6472352,880,815,230,409,37995,Spanish Fork,Utah
Utah,Santaquin city,84655,26429601,1204,39.969893,-111.794431,1055,992,458,361,10547,Santaquin,Utah
Utah,Salina city,84654,15996578,0,38.936499,-111.866596,734,676,372,223,2689,Salina,Sevier
Utah,Woodland Hills city,84653,6556991,0,40.013184,-111.655805,1405,1421,264,24,7947,Salem,Utah
Utah,Beaver city,84651,9085037,23788,40.0560227,-111.71225700000001,948,690,616,172,23457,Payson,Utah
Utah,Beaver city,84648,51002473,0,39.7072273,-111.8653325,1062,1099,149,35,5776,Nephi,Juab
Utah,Wales,84646,1028819,0,39.485178999999995,-111.63606999999999,425,424,18,4,1657,Moroni,Sanpete
Utah,Mona city,84645,6411246,78864,39.813126000000004,-111.851577,1192,656,705,50,2620,Mona,Juab
Utah,Fayette,84634,1022038,0,39.224637,-111.85419099999999,782,781,23,2,3395,Gunnison,Sanpete
Utah,Elberta,84633,35355747,70181,39.976976,-111.95215,0,0,0,0,1048,Goshen,Utah
Utah,Fountain Green city,84632,3240079,0,39.628109,-111.641281,715,681,207,42,1148,Fountain Green,Sanpete
Utah,Fillmore city,84631,17788976,0,38.964092,-112.338924,544,580,272,214,3067,Fillmore,Millard
Utah,Fairview city,84629,3160975,0,39.630258000000005,-111.43682,840,842,151,115,2531,Fairview,Sanpete
Utah,Beaver city,84627,145763573,117078,39.3433115,-111.5749523,680,564,388,450,6310,Ephraim,Sanpete
Utah,Beaver city,84624,1230802747,8816332,39.392743200000005,-112.3533726,659,654,361,346,5668,Delta,Millard
Utah,Beaver city,84606,1034547,0,40.229615,-111.6497278,801,776,180,277,32291,Provo,Utah
Utah,Beaver city,84604,660810,0,40.2595341,-111.64202040000002,714,705,83,631,49145,Provo,Utah
Utah,Beaver city,84601,5645798,0,40.2098914,-111.6529642,745,715,191,1127,31486,Provo,Utah
Utah,Beaver city,84542,78964959,0,39.577737,-110.728265,716,602,367,95,1806,Wellington,Carbon
Utah,East Carbon-Sunnyside city,84539,29247903,15905,39.533025,-110.42945,610,613,280,109,379,Sunnyside,Carbon
Utah,Orangeville city,84537,3715455,0,39.230831,-111.059184,728,700,153,81,1505,Orangeville,Emery
Utah,Beaver city,84536,2962625791,74416828,37.116248299999995,-110.40579479999998,477,454,106,42,1454,Monument Valley,San Juan
Utah,Monticello city,84535,9372690,0,37.868353000000006,-109.33830400000001,680,697,140,155,2601,Monticello,San Juan
Utah,Beaver city,84532,9476934041,29863991,38.9743261,-109.57345020000001,682,491,388,127,9772,Moab,Grand
Utah,Beaver city,84526,1117304368,10987530,39.6618533,-111.0084429,556,481,349,223,4134,Helper,Carbon
Utah,Beaver city,84525,8782847739,14165649,38.931108200000004,-110.66445890000001,507,498,189,102,1183,Green River,Emery
Utah,Blanding city,84511,34169979,106385,37.623143,-109.512951,659,600,266,231,4672,Blanding,San Juan
Utah,Beaver city,84501,7096711,0,39.595586299999994,-110.79607990000001,586,531,334,765,13612,Price,Carbon
Utah,Harrisville city,84414,7737090,0,41.285258,-111.985947,973,919,161,300,26507,Ogden,Weber
Utah,South Weber city,84405,12002929,102312,41.134197,-111.938759,1151,1049,315,175,31348,Ogden,Weber
Utah,Beaver city,84404,2775463,0,41.2836308,-111.95640890000001,910,823,433,495,56363,Ogden,Weber
Utah,Beaver city,84403,1077622,0,41.2109491,-111.9566064,949,894,181,127,36582,Ogden,Weber
Utah,Ogden city,84401,70578978,8202,41.228390999999995,-111.968147,767,729,355,12795,35622,Ogden,Weber
Utah,Beaver city,84341,5093002,0,41.76049520000001,-111.84490179999999,840,860,193,876,20109,Logan,Cache
Utah,Beaver city,84340,181894251,42395506,41.424380299999996,-111.99382390000001,740,646,251,194,3369,Willard,Box Elder
Utah,Wellsville city,84339,18832615,35491,41.623416,-111.942094,823,835,254,123,5046,Wellsville,Cache
Utah,Howell,84337,91360899,513270,41.778746000000005,-112.448024,628,591,263,5,11393,Tremonton,Box Elder
Utah,Smithfield city,84335,13367066,0,41.834573999999996,-111.826698,854,836,322,349,11372,Smithfield,Cache
Utah,Richmond city,84333,8993119,3291,41.923643,-111.807202,813,711,357,103,2722,Richmond,Cache
Utah,Providence city,84332,9856465,0,41.703286,-111.812072,902,914,240,345,7218,Providence,Cache
Utah,Millville city,84326,6132835,0,41.685641,-111.821715,821,685,248,41,1763,Millville,Cache
Utah,Mendon city,84325,3647373,0,41.710141,-111.977753,951,682,456,37,2078,Mendon,Cache
Utah,Beaver city,84321,2723891,0,41.7419202,-111.8451716,680,617,259,1298,44074,Logan,Cache
Utah,Lewiston city,84320,65911275,160342,41.968452,-111.885815,770,708,251,75,2237,Lewiston,Cache
Utah,Hyrum city,84319,12378014,29253,41.630649,-111.842782,780,785,218,289,7905,Hyrum,Cache
Utah,Garland city,84312,4647524,0,41.736269,-112.162797,832,754,269,189,4028,Garland,Box Elder
Utah,Riverside,84311,17453797,0,41.810563,-112.14017199999999,566,557,52,100,714,Fielding,Box Elder
Utah,Huntsville,84310,2146389,153158,41.259739,-111.773526,1020,1064,293,36,4111,Eden,Weber
Utah,Corinne city,84307,9787778,157701,41.551464,-112.12501499999999,907,746,351,60,1375,Corinne,Box Elder
Utah,Brigham City city,84302,63483684,875302,41.505904,-112.051418,726,680,308,1755,23703,Brigham City,Box Elder
Utah,Beaver city,84301,657891011,101858987,41.5599748,-112.2854779,861,765,307,102,883,Bear River City,Box Elder
Utah,Beaver city,84128,17216038,0,40.668169799999994,-112.05662350000001,1542,1525,315,174,27983,Salt Lake City,Salt Lake
Utah,Beaver city,84124,64125994,0,40.674263,-111.7201773,1523,1487,205,42,21295,Salt Lake City,Salt Lake
Utah,Beaver city,84123,3551866,0,40.65554,-111.9285071,965,871,281,515,37900,Salt Lake City,Salt Lake
Utah,Beaver city,84121,3419179,0,40.6401796,-111.8448433,1237,990,632,162,41702,Salt Lake City,Salt Lake
Utah,Beaver city,84120,2599055,0,40.6892928,-112.034356,1190,1270,273,140,48956,Salt Lake City,Salt Lake
Utah,Beaver city,84119,1791269,0,40.6894989,-111.9454686,848,844,156,1546,53077,Salt Lake City,Salt Lake
Utah,Taylorsville city,84118,28105842,0,40.656939,-111.94933,1009,927,335,5695,68295,Salt Lake City,Salt Lake
Utah,Holladay city,84117,21979328,0,40.659964,-111.822644,1043,984,395,2754,24305,Salt Lake City,Salt Lake
Utah,Beaver city,84116,1491194,0,40.7956799,-111.9456058,1112,1045,315,385,33297,Salt Lake City,Salt Lake
Utah,Beaver city,84115,6766855,0,40.692196100000004,-111.9033543,846,859,333,1692,24668,Salt Lake City,Salt Lake
Utah,Beaver city,84109,1748660,0,40.6933762,-111.8317665,1075,887,417,291,23858,Salt Lake City,Salt Lake
Utah,Beaver city,84108,1085945,0,40.7258851,-111.8186977,888,710,447,203,20738,Salt Lake City,Salt Lake
Utah,Beaver city,84107,2623714,0,40.656887,-111.8745548,984,931,244,1091,30863,Salt Lake City,Salt Lake
Utah,Beaver city,84106,2072252,0,40.680683,-111.862747,1031,908,360,290,33384,Salt Lake City,Salt Lake
Utah,Beaver city,84105,1312256,0,40.7375662,-111.86244779999998,848,712,346,750,22140,Salt Lake City,Salt Lake
Utah,Beaver city,84104,1400577,0,40.7538735,-111.93055840000001,824,819,160,488,24869,Salt Lake City,Salt Lake
Utah,Beaver city,84103,10921318,0,40.765864,-111.82963159999998,776,752,207,1122,21084,Salt Lake City,Salt Lake
Utah,Beaver city,84102,994220,0,40.755385700000005,-111.8575658,1100,1120,438,375,17421,Salt Lake City,Salt Lake
Utah,Beaver city,84101,3770811,0,40.7378521,-111.8965061,562,434,331,845,5277,Salt Lake City,Salt Lake
Utah,Beaver city,84098,37075120,14904,40.658987599999996,-111.57428329999999,1546,1369,661,415,17282,Park City,Summit
Utah,Beaver city,84097,1686014,0,40.305128499999995,-111.69229779999999,790,759,212,1115,21322,Orem,Utah
Utah,South Jordan city,84095,57533764,228038,40.557499,-111.979469,1490,1434,531,3131,50566,South Jordan,Salt Lake
Utah,Sandy city,84094,61218442,28350,40.571632,-111.84993700000001,1242,1141,521,6522,28069,Sandy,Salt Lake
Utah,Beaver city,84093,2562085,0,40.59887020000001,-111.81999669999999,1824,1904,872,113,23130,Sandy,Salt Lake
Utah,Beaver city,84092,40079127,43405,40.5279717,-111.7888342,1717,1871,610,90,29525,Sandy,Salt Lake
Utah,Beaver city,84088,2608358,0,40.5949909,-111.93395459999999,1102,1061,379,507,35603,West Jordan,Salt Lake
Utah,Beaver city,84087,24832661,1700252,40.886875399999994,-111.9377429,1529,1374,607,162,13983,Woods Cross,Davis
Utah,Beaver city,84084,1973721,0,40.6164061,-111.974632,1646,1645,231,47,37247,West Jordan,Salt Lake
